#gcc

#s 8
#n      ipc
1	0.99
2	1.88
4	2.67
8	2.82


#s 16
#n      ipc
1	1.00
2	1.99
4	3.54
8	4.54


#s 32
#n      ipc
1	1.00
2	1.99
4	3.90
8	6.48


#s 64
#n      ipc
1	1.00
2	1.99
4	3.97
8	7.52


#s 128
#n      ipc
1	1.00
2	1.99
4	3.97
8	7.83


#s 256
#n      ipc
1	1.00
2	1.99
4	3.97
8	7.83


