# perl

#s 8
#n      ipc
1	0.98
2	1.68
4	2.18
8	2.28


#s 16
#n      ipc
1	1.00
2	1.89
4	2.91
8	3.37


#s 32
#n      ipc
1	1.00
2	1.98
4	3.68
8	5.18


#s 64
#n      ipc
1	1.00
2	1.98
4	3.91
8	6.95


#s 128
#n      ipc
1	1.00
2	1.98
4	3.94
8	7.61


#s 256
#n      ipc
1	1.00
2	1.98
4	3.94
8	7.75


